"disabledOnThisBranch","_id","barcode","code","zone","aisle","shelf","name","scientificName","itemId","collection","unit","category","categoryId","brand","inventory","inventoryId","quantity","quantities","packagingQuantity","expires","packaging","quantityInPackaging","quantityByDefaultPackaging","singleBadgeNumber","itemCostPrice","itemCostPriceCurrency","costPrice","costPriceIqd","costPriceUsd","sellingPriceMultiple","sellingPrice","defaultCurrency","defaultCurrencyMultiple","exRate","parentItem","parentItemId","totalCostPrice","totalCostPriceIqd","totalCostPriceUsd","costPriceCurrency","itemExpenseCost","trader","traderName","attributes","supplier","inventoryReminderQuantity","volume","weight","potentialSalesValue","display","packing","currentRent","key","rowIndex","expiryDate"
"no","6a44fbe67bd19ff6267d9700","267","","","","","Kingston fury 8gb 3200mhz","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","50","$","50","0","50","60","75","$","$","","","","","0","150","$","","","","","","10","0","0","225","true","","0","6a44fbe67bd19ff6267d9700-197","197",""
"no","6a44fbe77bd19ff6267d97ae","269","","","","","Kingston fury 8gb 5600mhz ddr5","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","85","$","85","0","85","115","130","$","$","","","","","0","1020","$","","","","","","10","0","0","1560","true","","0","6a44fbe77bd19ff6267d97ae-198","198",""
"no","6a44fbec7bd19ff6267d9e94","583","","","","","Kingston nv1 nvme 250gb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","23","$","23","0","23","45","50","$","$","","","","","0","46","$","","","","","","10","0","0","100","true","","0","6a44fbec7bd19ff6267d9e94-199","199",""
"no","6a44fbea7bd19ff6267d9bcc","481","","","","","Kisonli u-2500bt","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","9","$","9","0","9","12","14","$","$","","","","","0","9","$","","","","","","10","0","0","14","true","","0","6a44fbea7bd19ff6267d9bcc-200","200",""
"no","6a44fbea7bd19ff6267d9c4c","487","","","","","Kisonli v360","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","2.5","$","2.5","0","2.5","5","7","$","$","","","","","0","5","$","","","","","","10","0","0","14","true","","0","6a44fbea7bd19ff6267d9c4c-201","201",""
"no","6a44fbea7bd19ff6267d9bba","477","","","","","Kolvan j402","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","6","$","6","0","6","10","15","$","$","","","","","0","12","$","","","","","","10","0","0","30","true","","0","6a44fbea7bd19ff6267d9bba-202","202",""
"no","6a44fbeb7bd19ff6267d9d26","507","","","","","LAN Fantom cat6 40m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","4","$","4","0","4","10","14","$","$","","","","","0","28","$","","","","","","10","0","0","98","true","","0","6a44fbeb7bd19ff6267d9d26-203","203",""
"no","6a44fbf37bd19ff6267da914","981","","","","","LC-1000 Black","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","5.5","$","5.5","0","5.5","9","15","$","$","","","","","0","55","$","","","","","","10","0","0","150","true","","0","6a44fbf37bd19ff6267da914-204","204",""
"no","6a44fbf47bd19ff6267da956","982","","","","","LC-1000 White","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","5.5","$","5.5","0","5.5","9","15","$","$","","","","","0","33","$","","","","","","10","0","0","90","true","","0","6a44fbf47bd19ff6267da956-205","205",""
"no","6a44fbf67bd19ff6267dac63","1158","","","","","LC-1000 White used","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","10","$","$","","","","","0","3","$","","","","","","10","0","0","10","true","","0","6a44fbf67bd19ff6267dac63-206","206",""
"no","6a44fbe77bd19ff6267d97a8","258","","","","","LC-120H","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","10","$","10","0","10","20","30","$","$","","","","","0","20","$","","","","","","10","0","0","60","true","","0","6a44fbe77bd19ff6267d97a8-207","207",""
"no","6a44fbf47bd19ff6267da998","980","","","","","LC-200A","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","103","","103","no","103 دانە","1","103","true","4","$","4","0","4","8","10","$","$","","","","","0","412","$","","","","","","10","0","0","1030","true","","0","6a44fbf47bd19ff6267da998-208","208",""
"no","6a44fbec7bd19ff6267d9e8e","537","","","","","Lamp and mic kotion each gs130","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","7","$","7","0","7","9","10","$","$","","","","","0","21","$","","","","","","10","0","0","30","true","","0","6a44fbec7bd19ff6267d9e8e-209","209",""
"no","6a44fbeb7bd19ff6267d9d20","516","","","","","Lan 10m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","11","","11","no","11 دانە","1","11","true","1.1","$","1.1","0","1.1","2","4","$","$","","","","","0","12.100000000000001","$","","","","","","10","0","0","44","true","","0","6a44fbeb7bd19ff6267d9d20-210","210",""
"no","6a44fbea7bd19ff6267d9c5e","509","","","","","Lan 3m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","13","","13","no","13 دانە","1","13","true","1","$","1","0","1","1.5","2","$","$","","","","","0","13","$","","","","","","10","0","0","26","true","","0","6a44fbea7bd19ff6267d9c5e-211","211",""
"no","6a44fbeb7bd19ff6267d9d02","511","","","","","Lan 5m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","22","","22","no","22 دانە","1","22","true","0.8","$","0.8","0","0.8","1.5","2.5","$","$","","","","","0","17.6","$","","","","","","10","0","0","55","true","","0","6a44fbeb7bd19ff6267d9d02-212","212",""
"no","6a44fbea7bd19ff6267d9c9a","517","","","","","Lan fantom cat6 20m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","3","7","$","$","","","","","0","2","$","","","","","","10","0","0","7","true","","0","6a44fbea7bd19ff6267d9c9a-213","213",""
"no","6a44fbeb7bd19ff6267d9cba","508","","","","","Lan join 1to1","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","1","$","1","0","1","1.5","2","$","$","","","","","0","2","$","","","","","","10","0","0","4","true","","0","6a44fbeb7bd19ff6267d9cba-214","214",""
"no","6a44fbea7bd19ff6267d9c12","510","","","","","Lan tester rj45 and rj11","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","5","7","$","$","","","","","0","2","$","","","","","","10","0","0","7","true","","0","6a44fbea7bd19ff6267d9c12-215","215",""
"no","6a44fbef7bd19ff6267da2d0","515","","","","","Lan tiger cat6 20m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","2","$","2","0","2","4","7","$","$","","","","","0","24","$","","","","","","10","0","0","84","true","","0","6a44fbef7bd19ff6267da2d0-216","216",""
"no","6a44fbeb7bd19ff6267d9d1a","514","","","","","Lan tiger cat6 30m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","3","$","3","0","3","7","10","$","$","","","","","0","6","$","","","","","","10","0","0","20","true","","0","6a44fbeb7bd19ff6267d9d1a-217","217",""
"no","6a44fbeb7bd19ff6267d9d2c","513","","","","","Lan tiger cat6 40m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","11","","11","no","11 دانە","1","11","true","3.5","$","3.5","0","3.5","10","14","$","$","","","","","0","38.5","$","","","","","","10","0","0","154","true","","0","6a44fbeb7bd19ff6267d9d2c-218","218",""
"no","6a44fbea7bd19ff6267d9c70","512","","","","","Lan tiger cat6 50m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","21","","21","no","21 دانە","1","21","true","4.5","$","4.5","0","4.5","12","17","$","$","","","","","0","94.5","$","","","","","","10","0","0","357","true","","0","6a44fbea7bd19ff6267d9c70-219","219",""
"no","6a44fbea7bd19ff6267d9b84","451","","","","","Laptop Charger hp 4817","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","5.5","$","5.5","0","5.5","6.5","8","$","$","","","","","0","16.5","$","","","","","","10","0","0","24","true","","0","6a44fbea7bd19ff6267d9b84-220","220",""
"no","6a44fbf47bd19ff6267da97a","990","","","","","Laptop Cooling Stand T628 Silver v5.1","","","","","Laptop Cooling Pad","6a44fbed7bd19ff6267d9fe1","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","10","$","10","0","10","15","17","$","$","","","","","0","20","$","","","","","","10","0","0","34","true","","0","6a44fbf47bd19ff6267da97a-221","221",""
"no","6a44fbe67bd19ff6267d9624","226","","","","","Laptop pen","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","3","$","3","0","3","7","10","$","$","","","","","0","18","$","","","","","","10","0","0","60","true","","0","6a44fbe67bd19ff6267d9624-222","222",""
"no","6a44fbee7bd19ff6267da19c","681","","","","","Laptop ram Bullet 8gb 3200mhz","","","","","Laptop Ram","6a44fbe67bd19ff6267d9683","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","15","$","15","0","15","38","45","$","$","","","","","0","120","$","","","","","","10","0","0","360","true","","0","6a44fbee7bd19ff6267da19c-223","223",""
"no","6a44fbed7bd19ff6267da008","646","","","","","Laptop skin pack 3in1","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","1","$","1","0","1","2","3","$","$","","","","","0","4","$","","","","","","10","0","0","12","true","","0","6a44fbed7bd19ff6267da008-224","224",""
"no","6a44fbed7bd19ff6267d9fa0","637","","","","","Laptop sticker","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","13","","13","no","13 دانە","1","13","true","1","$","1","0","1","2","3","$","$","","","","","0","13","$","","","","","","10","0","0","39","true","","0","6a44fbed7bd19ff6267d9fa0-225","225",""
"no","6a44fbed7bd19ff6267d9fb8","664","","","","","Laptop wood table y6471 40x80","","","","","DESK","6a44fbea7bd19ff6267d9bf1","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","14.5","$","14.5","0","14.5","20","25","$","$","","","","","0","14.5","$","","","","","","10","0","0","25","true","","0","6a44fbed7bd19ff6267d9fb8-226","226",""
"no","6a44fbed7bd19ff6267da074","654","","","","","Led corner qjd-150","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","22","$","22","0","22","30","35","$","$","","","","","0","44","$","","","","","","10","0","0","70","true","","0","6a44fbed7bd19ff6267da074-227","227",""
"no","6a44fbed7bd19ff6267da00e","653","","","","","Led music level ro9 rgb","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","5.5","$","5.5","0","5.5","7","10","$","$","","","","","0","11","$","","","","","","10","0","0","20","true","","0","6a44fbed7bd19ff6267da00e-228","228",""
"no","6a44fbed7bd19ff6267d9fac","642","","","","","Led projector","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","29.5","$","29.5","0","29.5","35","40","$","$","","","","","0","206.5","$","","","","","","10","0","0","280","true","","0","6a44fbed7bd19ff6267d9fac-229","229",""
"no","6a44fbed7bd19ff6267d9f94","634","","","","","Led rgb 3m","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","9","$","9","0","9","15","17","$","$","","","","","0","27","$","","","","","","10","0","0","51","true","","0","6a44fbed7bd19ff6267d9f94-230","230",""
"no","6a44fbed7bd19ff6267d9ff0","652","","","","","Led smart bulb","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","5","$","5","0","5","7","10","$","$","","","","","0","10","$","","","","","","10","0","0","20","true","","0","6a44fbed7bd19ff6267d9ff0-231","231",""
"no","6a44fbef7bd19ff6267da28e","682","","","","","Lenovo l440 i5 4th 8gb ram 256gb ssd","","","","","LAPTOP","6a44fbed7bd19ff6267d9fcd","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","107","$","107","0","107","150","180","$","$","","","","","0","107","$","","","","","","10","0","0","180","true","","0","6a44fbef7bd19ff6267da28e-232","232",""
"no","6a44fbf57bd19ff6267daabf","1101","","","","","Lexar 16GB 6000mhz Thor DDR5 cl38","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","23","","23","no","23 دانە","1","23","true","160","$","160","0","160","185","200","$","$","","","","","0","3680","$","","","","","","10","0","0","4600","true","","0","6a44fbf57bd19ff6267daabf-233","233",""
"no","6a44fbf57bd19ff6267dab31","1099","","","","","Lexar 16Gb Thor 3600mhz white","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","100","$","100","0","100","115","145","$","$","","","","","0","600","$","","","","","","10","0","0","870","true","","0","6a44fbf57bd19ff6267dab31-234","234",""
"no","6a44fbf47bd19ff6267da9e0","1098","","","","","Lexar 1Tb NQ780 6500mb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","118.5","$","118.5","0","118.5","150","165","$","$","","","","","0","829.5","$","","","","","","10","0","0","1155","true","","0","6a44fbf47bd19ff6267da9e0-235","235",""
"no","6a44fbee7bd19ff6267da1ea","744","","","","","Lexar 256gb","","","","","SSD","6a44fbe67bd19ff6267d95e9","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","30","$","30","0","30","45","50","$","$","","","","","0","240","$","","","","","","10","0","0","400","true","","0","6a44fbee7bd19ff6267da1ea-236","236",""
"no","6a44fbf67bd19ff6267dac2d","1176","","","","","Lexar NM610 512gb nvme","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","67","$","67","0","67","70","75","$","$","","","","","0","335","$","","","","","","10","0","0","375","true","","0","6a44fbf67bd19ff6267dac2d-237","237",""
"no","6a44fbea7bd19ff6267d9c00","501","","","","","Logitech g240","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","9","$","9","0","9","12","15","$","$","","","","","0","18","$","","","","","","10","0","0","30","true","","0","6a44fbea7bd19ff6267d9c00-238","238",""
"no","6a44fbe37bd19ff6267d925c","87","","","","","Logitech g304 wireless","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2.5","$","2.5","0","2.5","5","7","$","$","","","","","0","2.5","$","","","","","","10","0","0","7","true","","0","6a44fbe37bd19ff6267d925c-239","239",""
"no","6a44fbe37bd19ff6267d9286","85","","","","","Logitech m170 wireless","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","2","$","2","0","2","4","5","$","$","","","","","0","8","$","","","","","","10","0","0","20","true","","0","6a44fbe37bd19ff6267d9286-240","240",""
"no","6a44fbe47bd19ff6267d9376","86","","","","","Logitech m185 wireless","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","4","5","$","$","","","","","0","2","$","","","","","","10","0","0","5","true","","0","6a44fbe47bd19ff6267d9376-241","241",""
"no","6a44fbea7bd19ff6267d9c8e","486","","","","","Logitech z150","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","20","$","20","0","20","25","30","$","$","","","","","0","20","$","","","","","","10","0","0","30","true","","0","6a44fbea7bd19ff6267d9c8e-242","242",""
"no","6a44fbef7bd19ff6267da234","694","","","","","Loving cool 120m","","","","","Fan","6a44fbe67bd19ff6267d9733","","سەرەکی","6a44cc677bd19ff6267d63f4","233","","233","no","233 دانە","1","233","true","2","$","2","0","2","5","7","$","$","","","","","0","466","$","","","","","","10","0","0","1631","true","","0","6a44fbef7bd19ff6267da234-243","243",""
"no","6a44fbe67bd19ff6267d9720","275","","","","","Loving cool LC-400","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","10","$","10","0","10","20","30","$","$","","","","","0","30","$","","","","","","10","0","0","90","true","","0","6a44fbe67bd19ff6267d9720-244","244",""
"no","6a44fbf37bd19ff6267da908","983","","","","","Loving cool UFO III Black","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","49","$","49","0","49","60","70","$","$","","","","","0","49","$","","","","","","10","0","0","70","true","","0","6a44fbf37bd19ff6267da908-245","245",""
"no","6a44fbf37bd19ff6267da88a","984","","","","","Loving cool UFO III White","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","50","$","50","0","50","66","75","$","$","","","","","0","450","$","","","","","","10","0","0","675","true","","0","6a44fbf37bd19ff6267da88a-246","246",""
"no","6a44fbf37bd19ff6267da8b4","987","","","","","Loving cool lc-58","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","20","$","20","0","20","30","40","$","$","","","","","0","60","$","","","","","","10","0","0","120","true","","0","6a44fbf37bd19ff6267da8b4-247","247",""
